gene_id	microbiota	se	pval	chr	gene_name	Tissue	diseases
ENSG00000213742.6	genus..Eubacteriumcoprostanoligenesgroup.id.11375	0.0441683523582147	0.000120062307652638	20	ZNF337-AS1	Transverse	NA
ENSG00000115306.15	genus..Eubacteriumcoprostanoligenesgroup.id.11375	0.0413095454721886	0.000333504482576539	2	SPTBN1	Transverse	NA
ENSG00000144026.11	genus..Eubacteriumcoprostanoligenesgroup.id.11375	0.013092419489772	3.41164469816107e-05	2	ZNF514	Transverse	NA
ENSG00000226266.6	genus..Eubacteriumcoprostanoligenesgroup.id.11375	0.0107095387740597	0.000495130301968681	2	AC009961.3	Transverse	NA
ENSG00000273456.1	genus..Eubacteriumcoprostanoligenesgroup.id.11375	0.0140680188341248	0.000455432419235088	2	RP11-686O6.2	Transverse	NA
ENSG00000144792.9	genus..Eubacteriumcoprostanoligenesgroup.id.11375	0.00948515120578458	6.25042859584289e-07	3	ZNF660	Transverse	NA
ENSG00000170464.9	genus..Eubacteriumcoprostanoligenesgroup.id.11375	0.0457871257556189	0.00056073945647406	5	DNAJC18	Transverse	Diastolic_Blood_Pressure
ENSG00000170464.9	genus..Eubacteriumcoprostanoligenesgroup.id.11375	0.0457871257556189	0.00056073945647406	5	DNAJC18	Transverse	Systolic_Blood_Pressure
ENSG00000106603.18	genus..Eubacteriumcoprostanoligenesgroup.id.11375	0.0234279777794938	0.000388455337939366	7	COA1	Transverse	NA
ENSG00000282939.1	genus..Eubacteriumcoprostanoligenesgroup.id.11375	0.0292364988927192	0.000134011636448159	7	TRBV7-2	Transverse	NA
ENSG00000136935.13	genus..Eubacteriumcoprostanoligenesgroup.id.11375	0.0228593488078897	1.43054669818002e-05	9	GOLGA1	Transverse	NA
ENSG00000156042.17	genus.Parasutterella.id.2892	0.0150735459667861	0.000456369726980741	10	CFAP70	Transverse	NA
ENSG00000140265.12	genus.Parasutterella.id.2892	0.0197639530351107	0.000137039258878124	15	ZSCAN29	Transverse	NA
ENSG00000244056.3	genus.Parasutterella.id.2892	0.0208471416005095	0.000425164323720955	15	RN7SL417P	Transverse	NA
ENSG00000249839.1	genus.Parasutterella.id.2892	0.00894827832131571	5.75717272052062e-05	15	AC011330.5	Transverse	NA
ENSG00000120784.15	genus.Parasutterella.id.2892	0.0239528145096571	1.13661801575249e-05	19	ZFP30	Transverse	NA
ENSG00000186115.12	genus.Parasutterella.id.2892	0.0340421992344615	0.00033956299597357	19	CYP4F2	Transverse	NA
ENSG00000198182.12	genus.Parasutterella.id.2892	0.0269283038546152	7.36234356608481e-06	19	ZNF607	Transverse	NA
ENSG00000261770.1	genus.Parasutterella.id.2892	0.0053604921430883	0.000297778079433911	19	CTC-459F4.1	Transverse	NA
ENSG00000276846.1	genus.Parasutterella.id.2892	0.0204539029646827	3.68587365465624e-10	19	CTD-3220F14.3	Transverse	NA
ENSG00000279159.1	genus.Parasutterella.id.2892	0.0148917142634927	8.66293768880527e-05	22	RP3-394A18.1	Transverse	NA
ENSG00000163281.11	genus.Parasutterella.id.2892	0.02502338111274	0.000169686221297943	4	GNPDA2	Transverse	NA
ENSG00000215190.9	genus.Parasutterella.id.2892	0.00786387887797952	0.000122546940259478	6	LINC00680	Transverse	NA
ENSG00000229391.7	genus.Parasutterella.id.2892	0.00775474152224463	0.000193204510998985	6	HLA-DRB6	Transverse	NA
ENSG00000197363.9	genus.Parasutterella.id.2892	0.0449247030397026	0.000492966942188163	8	ZNF517	Transverse	NA
ENSG00000278879.1	genus.Parasutterella.id.2892	0.0109210134171056	0.000449771952287391	11	AP000560.3	Transverse	NA
ENSG00000089818.17	genus.Parasutterella.id.2892	0.0260016905687005	8.73058758186295e-05	12	NECAP1	Transverse	NA
ENSG00000164845.16	genus.Parasutterella.id.2892	0.00481583338436401	5.71358177434289e-05	12	FAM86FP	Transverse	NA
ENSG00000175899.14	genus.Parasutterella.id.2892	0.00809905641517516	3.72525884659797e-09	12	A2M	Transverse	NA
ENSG00000214776.10	genus.Parasutterella.id.2892	0.00151767707997366	5.18435427073529e-10	12	RP11-726G1.1	Transverse	NA
ENSG00000214826.5	genus.Parasutterella.id.2892	0.00779139745564339	2.6874665459028e-08	12	DDX12P	Transverse	NA
ENSG00000260423.1	genus.Parasutterella.id.2892	0.00397079818417717	3.21092218093782e-20	12	RP13-735L24.1	Transverse	NA
ENSG00000087301.8	genus.Parasutterella.id.2892	0.0355068950755492	3.62689419190374e-07	14	TXNDC16	Transverse	NA
ENSG00000258708.1	genus.Parasutterella.id.2892	0.0230857509625204	0.000431462919991897	14	SLC25A21-AS1	Transverse	NA
ENSG00000259065.1	genus.Parasutterella.id.2892	0.00788740541299474	7.35748385006136e-05	14	RP5-1021I20.1	Transverse	NA
ENSG00000259087.5	genus.Parasutterella.id.2892	0.0281182593027267	0.000480734890809483	14	RP11-356O9.2	Transverse	NA
ENSG00000103550.13	genus.Parasutterella.id.2892	0.0230963856071522	3.11438833745441e-07	16	KNOP1	Transverse	NA
ENSG00000134779.14	genus.Parasutterella.id.2892	0.0129380395096186	6.42226198260631e-05	18	TPGS2	Transverse	NA
ENSG00000267707.2	genus.Parasutterella.id.2892	0.0261462741316081	0.000156267570760836	18	RP11-95O2.5	Transverse	NA
ENSG00000100997.18	genus.Parasutterella.id.2892	0.0304831285080645	5.5176981849312e-09	20	ABHD12	Transverse	FVC
ENSG00000100997.18	genus.Parasutterella.id.2892	0.0304831285080645	5.5176981849312e-09	20	ABHD12	Transverse	PEF
ENSG00000100997.18	genus.Parasutterella.id.2892	0.0304831285080645	5.5176981849312e-09	20	ABHD12	Transverse	PEF
ENSG00000100997.18	genus.Parasutterella.id.2892	0.0304831285080645	5.5176981849312e-09	20	ABHD12	Transverse	Hayfever, allergic rhinitis or eczema
ENSG00000100997.18	genus.Parasutterella.id.2892	0.0304831285080645	5.5176981849312e-09	20	ABHD12	Transverse	FEV1
ENSG00000100997.18	genus.Parasutterella.id.2892	0.0304831285080645	5.5176981849312e-09	20	ABHD12	Transverse	FVC
ENSG00000175170.14	genus.Parasutterella.id.2892	0.0243385659032937	0.000358530720693216	20	FAM182B	Transverse	NA
ENSG00000197586.12	genus.Parasutterella.id.2892	0.0492274518720067	1.38748545699194e-07	20	ENTPD6	Transverse	NA
ENSG00000276952.1	genus.Parasutterella.id.2892	0.0278590988023034	2.51850721277282e-15	20	RP5-965G21.6	Transverse	FVC
ENSG00000276952.1	genus.Parasutterella.id.2892	0.0278590988023034	2.51850721277282e-15	20	RP5-965G21.6	Transverse	PEF
ENSG00000276952.1	genus.Parasutterella.id.2892	0.0278590988023034	2.51850721277282e-15	20	RP5-965G21.6	Transverse	PEF
ENSG00000276952.1	genus.Parasutterella.id.2892	0.0278590988023034	2.51850721277282e-15	20	RP5-965G21.6	Transverse	FEV1
ENSG00000276952.1	genus.Parasutterella.id.2892	0.0278590988023034	2.51850721277282e-15	20	RP5-965G21.6	Transverse	FVC
ENSG00000068654.15	genus.Parasutterella.id.2892	0.028002951109465	0.000162660401304501	2	POLR1A	Transverse	NA
ENSG00000128655.16	genus.Parasutterella.id.2892	0.0211532666186593	4.43888912127853e-06	2	PDE11A	Transverse	Schizophrenia
ENSG00000144021.2	genus.Parasutterella.id.2892	0.037794559218368	1.03561998566093e-05	2	CIAO1	Transverse	NA
ENSG00000055955.15	genus.Parasutterella.id.2892	0.0191612258540673	0.000444312490109265	3	ITIH4	Transverse	NA
ENSG00000138468.15	genus.Parasutterella.id.2892	0.0385592519143175	0.000129327682165016	3	SENP7	Transverse	NA
ENSG00000158987.20	genus.Parasutterella.id.2892	0.0212873071623431	4.36243797271794e-05	5	RAPGEF6	Transverse	NA
ENSG00000164398.12	genus.Parasutterella.id.2892	0.00874327476974286	8.89164151883049e-05	5	ACSL6	Transverse	NA
ENSG00000204677.10	genus.Parasutterella.id.2892	0.01599827939781	0.000516648021832656	5	FAM153C	Transverse	NA
ENSG00000226824.6	genus.Parasutterella.id.2892	0.00507555662723589	1.01100980314192e-08	7	RP4-756H11.3	Transverse	NA
ENSG00000271344.1	genus.Parasutterella.id.2892	0.0303409812675277	0.000125363893858314	7	RP11-274B21.9	Transverse	NA
ENSG00000276805.2	genus..Eubacteriumeligensgroup.id.14372	0.00769073642190686	0.000289691793403384	10	RP11-291L22.9	Transverse	NA
ENSG00000227373.5	genus..Eubacteriumeligensgroup.id.14372	0.0161283938106257	4.84164658141836e-06	1	RP11-160H22.5	Transverse	NA
ENSG00000243708.10	genus..Eubacteriumeligensgroup.id.14372	0.031589199885469	0.000253750045344014	15	PLA2G4B	Transverse	NA
ENSG00000244056.3	genus..Eubacteriumeligensgroup.id.14372	0.0183776969091778	0.000201356504765117	15	RN7SL417P	Transverse	NA
ENSG00000125450.10	genus..Eubacteriumeligensgroup.id.14372	0.0177006844226931	3.01165729581635e-05	17	NUP85	Transverse	NA
ENSG00000276846.1	genus..Eubacteriumeligensgroup.id.14372	0.0179122758236152	5.28973231498172e-05	19	CTD-3220F14.3	Transverse	NA
ENSG00000100296.13	genus..Eubacteriumeligensgroup.id.14372	0.0143177348518941	0.000528675165713528	22	THOC5	Transverse	NA
ENSG00000170509.11	genus..Eubacteriumeligensgroup.id.14372	0.0246647139638282	3.90681325328943e-06	4	HSD17B13	Transverse	NA
ENSG00000204528.3	genus..Eubacteriumeligensgroup.id.14372	0.00797940113105734	3.58248185917397e-05	6	PSORS1C3	Transverse	NA
ENSG00000230939.1	genus..Eubacteriumeligensgroup.id.14372	0.0180475880111238	0.000118983418071274	6	RP11-314C16.1	Transverse	NA
ENSG00000133739.15	genus..Eubacteriumeligensgroup.id.14372	0.0162139429593529	1.41583120345122e-05	8	LRRCC1	Transverse	NA
ENSG00000269918.1	genus..Eubacteriumeligensgroup.id.14372	0.0136683776557958	5.34104893395624e-07	8	AF131215.9	Transverse	NA
ENSG00000254860.5	genus..Eubacteriumeligensgroup.id.14372	0.00953545715357737	3.33475352944236e-06	11	TMEM9B-AS1	Transverse	NA
ENSG00000120860.10	genus..Eubacteriumeligensgroup.id.14372	0.0295293887294661	0.00025521645032382	12	WASHC3	Transverse	NA
ENSG00000139197.10	genus..Eubacteriumeligensgroup.id.14372	0.00306137978238677	5.69154555587356e-15	12	PEX5	Transverse	NA
ENSG00000164845.16	genus..Eubacteriumeligensgroup.id.14372	0.00425257809250667	2.06619231024084e-12	12	FAM86FP	Transverse	NA
ENSG00000166896.7	genus..Eubacteriumeligensgroup.id.14372	0.0199580019592669	4.31154837492288e-05	12	ATP23	Transverse	NA
ENSG00000173262.11	genus..Eubacteriumeligensgroup.id.14372	0.00693154367297003	6.43459581509418e-11	12	SLC2A14	Transverse	NA
ENSG00000184293.7	genus..Eubacteriumeligensgroup.id.14372	0.0103355069225132	1.62317327440547e-08	12	CLECL1	Transverse	NA
ENSG00000214776.10	genus..Eubacteriumeligensgroup.id.14372	0.00133252315906612	4.04391931129279e-49	12	RP11-726G1.1	Transverse	NA
ENSG00000256673.1	genus..Eubacteriumeligensgroup.id.14372	0.00382739629176445	4.54832717791842e-28	12	RP11-599J14.2	Transverse	NA
ENSG00000278635.1	genus..Eubacteriumeligensgroup.id.14372	0.00357392734492151	9.69366341033089e-20	12	CTD-2318O12.1	Transverse	NA
ENSG00000042317.16	genus..Eubacteriumeligensgroup.id.14372	0.0220191206178123	0.000313285084335175	14	SPATA7	Transverse	NA
ENSG00000133983.14	genus..Eubacteriumeligensgroup.id.14372	0.0399456524484893	9.97732937547043e-05	14	COX16	Transverse	NA
ENSG00000258789.1	genus..Eubacteriumeligensgroup.id.14372	0.0231703496069747	0.000556542307655055	14	RP11-507K2.3	Transverse	NA
ENSG00000258983.2	genus..Eubacteriumeligensgroup.id.14372	0.00954937299033182	0.000197165447018779	14	RP11-507K2.2	Transverse	NA
ENSG00000157322.17	genus..Eubacteriumeligensgroup.id.14372	0.00709541478147938	5.04585943282291e-06	16	CLEC18A	Transverse	NA
ENSG00000223496.2	genus..Eubacteriumeligensgroup.id.14372	0.00675616583530101	0.000191072624728085	16	EXOSC6	Transverse	NA
ENSG00000255185.5	genus..Eubacteriumeligensgroup.id.14372	0.0129205781126068	1.57249750838397e-05	16	PDXDC2P	Transverse	NA
ENSG00000261556.9	genus..Eubacteriumeligensgroup.id.14372	0.0098542883180986	0.000336930266320238	16	SMG1P7	Transverse	NA
ENSG00000130684.13	genus..Eubacteriumeligensgroup.id.14372	0.0356756725264314	0.000104846420163036	20	ZNF337	Transverse	NA
ENSG00000077380.15	genus..Eubacteriumeligensgroup.id.14372	0.0328401653566511	6.15001142423099e-07	2	DYNC1I2	Transverse	NA
ENSG00000115306.15	genus..Eubacteriumeligensgroup.id.14372	0.0448594608695403	0.000264745119487791	2	SPTBN1	Transverse	NA
ENSG00000231584.8	genus..Eubacteriumeligensgroup.id.14372	0.0397871953782746	0.000223536619932019	2	FAHD2CP	Transverse	NA
ENSG00000232931.5	genus..Eubacteriumeligensgroup.id.14372	0.0233467659631218	2.59403173412279e-05	2	LINC00342	Transverse	NA
ENSG00000274286.1	genus..Eubacteriumeligensgroup.id.14372	0.0228976446576913	0.000474518511530803	2	ADRA2B	Transverse	NA
ENSG00000145020.15	genus..Eubacteriumeligensgroup.id.14372	0.0154103833398846	0.00012266818048807	3	AMT	Transverse	NA
ENSG00000145029.13	genus..Eubacteriumeligensgroup.id.14372	0.0243941201116072	5.04733114408031e-05	3	NICN1	Transverse	NA
ENSG00000173540.12	genus..Eubacteriumeligensgroup.id.14372	0.0295796086048906	5.52575274245713e-05	3	GMPPB	Transverse	NA
ENSG00000198218.10	genus..Eubacteriumeligensgroup.id.14372	0.0183197694720011	2.99444871742766e-05	3	QRICH1	Transverse	NA
ENSG00000157107.13	genus..Eubacteriumeligensgroup.id.14372	0.0371153723554278	3.68859352647219e-06	5	FCHO2	Transverse	NA
ENSG00000244479.6	genus..Eubacteriumeligensgroup.id.14372	0.0181883773637908	7.45580937811805e-05	7	OR2A1-AS1	Transverse	NA
ENSG00000165730.14	genus.Peptococcus.id.2037	0.0176396338601262	1.03790701978792e-05	10	STOX1	Transverse	NA
ENSG00000228570.7	genus.Peptococcus.id.2037	0.0143677395087481	2.22773284651911e-06	10	NUTM2E	Transverse	NA
ENSG00000244733.5	genus.Peptococcus.id.2037	0.0146832120644854	0.000250383778049795	10	RP11-506M13.3	Transverse	NA
ENSG00000116984.12	genus.Peptococcus.id.2037	0.134680177504949	0.000215247615285406	1	MTR	Transverse	NA
ENSG00000117054.13	genus.Peptococcus.id.2037	0.0573464758598732	0.000184418803014306	1	ACADM	Transverse	NA
ENSG00000162704.15	genus.Peptococcus.id.2037	0.0548140122915563	0.000384300267835933	1	ARPC5	Transverse	NA
ENSG00000227354.6	genus.Peptococcus.id.2037	0.0151492807098578	5.44148526055667e-05	13	RBM26-AS1	Transverse	NA
ENSG00000259433.2	genus.Peptococcus.id.2037	0.0223149939511449	0.00025584711194017	15	CTD-2651B20.4	Transverse	NA
ENSG00000259520.5	genus.Peptococcus.id.2037	0.0187949700307478	0.000126063231404833	15	CTD-2651B20.3	Transverse	NA
ENSG00000002919.14	genus.Peptococcus.id.2037	0.0456872221234801	9.34737617911064e-05	17	SNX11	Transverse	NA
ENSG00000104980.7	genus.Peptococcus.id.2037	0.0677826526303743	0.000547023712381924	19	TIMM44	Transverse	NA
ENSG00000276846.1	genus.Peptococcus.id.2037	0.0292313848941632	1.99122167754435e-08	19	CTD-3220F14.3	Transverse	Hypertension
ENSG00000276846.1	genus.Peptococcus.id.2037	0.0292313848941632	1.99122167754435e-08	19	CTD-3220F14.3	Transverse	Muscle, skeletal receptor tyrosine-protein kinase
ENSG00000276846.1	genus.Peptococcus.id.2037	0.0292313848941632	1.99122167754435e-08	19	CTD-3220F14.3	Transverse	Cataract
ENSG00000235513.1	genus.Peptococcus.id.2037	0.0437219194304991	8.4709355803845e-06	22	RP4-756G23.5	Transverse	FEV1/FVC
ENSG00000235513.1	genus.Peptococcus.id.2037	0.0437219194304991	8.4709355803845e-06	22	RP4-756G23.5	Transverse	N20 Calculus of kidney and ureter
ENSG00000235513.1	genus.Peptococcus.id.2037	0.0437219194304991	8.4709355803845e-06	22	RP4-756G23.5	Transverse	Type 2 diabetes
ENSG00000235513.1	genus.Peptococcus.id.2037	0.0437219194304991	8.4709355803845e-06	22	RP4-756G23.5	Transverse	Cataract
ENSG00000197465.13	genus.Peptococcus.id.2037	0.0324025146755706	0.000255414193872415	4	GYPE	Transverse	NA
ENSG00000251600.5	genus.Peptococcus.id.2037	0.0171009645661889	1.8110902036009e-05	4	RP11-673E1.1	Transverse	NA
ENSG00000186470.13	genus.Peptococcus.id.2037	0.00988378056109419	5.20497218874856e-07	6	BTN3A2	Transverse	NA
ENSG00000196301.3	genus.Peptococcus.id.2037	0.0214702227828566	0.000425491774521924	6	HLA-DRB9	Transverse	NA
ENSG00000198502.5	genus.Peptococcus.id.2037	0.0112209950679143	3.18744430384496e-06	6	HLA-DRB5	Transverse	NA
ENSG00000165916.8	genus.Peptococcus.id.2037	0.0598407645334497	0.000201088459539858	11	PSMC3	Transverse	NA
ENSG00000167800.9	genus.Peptococcus.id.2037	0.0345520507097929	1.98676622692527e-05	11	TBX10	Transverse	NA
ENSG00000111671.9	genus.Peptococcus.id.2037	0.00466043092031475	0.000312819168272879	12	SPSB2	Transverse	NA
ENSG00000139197.10	genus.Peptococcus.id.2037	0.00491140526934629	8.5616869014015e-05	12	PEX5	Transverse	NA
ENSG00000164845.16	genus.Peptococcus.id.2037	0.0067736596142639	1.69707581740255e-10	12	FAM86FP	Transverse	NA
ENSG00000184293.7	genus.Peptococcus.id.2037	0.0166718788337819	3.00012238567935e-11	12	CLECL1	Transverse	NA
ENSG00000256594.7	genus.Peptococcus.id.2037	0.00854578782792886	8.50673137966024e-09	12	RP11-705C15.2	Transverse	NA
ENSG00000257027.1	genus.Peptococcus.id.2037	0.00534153742189477	1.20715329814074e-07	12	RP11-705C15.3	Transverse	NA
ENSG00000103510.19	genus.Peptococcus.id.2037	0.0311954503378817	7.81589386901917e-05	16	KAT8	Transverse	NA
ENSG00000178952.10	genus.Peptococcus.id.2037	0.0695132013570025	6.17788358440421e-05	16	TUFM	Transverse	NA
ENSG00000223496.2	genus.Peptococcus.id.2037	0.0108819479851733	1.40301615609819e-08	16	EXOSC6	Transverse	NA
ENSG00000251417.2	genus.Peptococcus.id.2037	0.0194906892308253	0.000545143039335279	16	RP11-1348G14.4	Transverse	NA
ENSG00000260911.2	genus.Peptococcus.id.2037	0.0293674743678909	0.00044451324836414	16	RP11-196G11.2	Transverse	NA
ENSG00000261556.9	genus.Peptococcus.id.2037	0.015856489758889	2.41275976255865e-09	16	SMG1P7	Transverse	NA
ENSG00000197586.12	genus.Peptococcus.id.2037	0.069081109688944	0.000127979507399854	20	ENTPD6	Transverse	NA
ENSG00000156966.6	genus.Peptococcus.id.2037	0.0729219415126137	0.000449146359069382	2	B3GNT7	Transverse	NA
ENSG00000232931.5	genus.Peptococcus.id.2037	0.037618307018424	0.000207782251048575	2	LINC00342	Transverse	NA
ENSG00000144792.9	genus.Peptococcus.id.2037	0.0166034022777408	0.000128015122672532	3	ZNF660	Transverse	NA
ENSG00000168374.10	genus.Peptococcus.id.2037	0.0609674566403439	0.000526642855660098	3	ARF4	Transverse	NA
ENSG00000158987.20	genus.Peptococcus.id.2037	0.0302536449668634	0.000515792616786768	5	RAPGEF6	Transverse	NA
ENSG00000164615.4	genus.Peptococcus.id.2037	0.0601800242088937	5.78000517243439e-05	5	CAMLG	Transverse	NA
ENSG00000213523.10	genus.Peptococcus.id.2037	0.0438325905692883	7.98421831323685e-05	5	SRA1	Transverse	NA
ENSG00000248544.2	genus.Peptococcus.id.2037	0.0189115043201806	6.00921161745068e-05	5	CTB-47B11.3	Transverse	NA
ENSG00000251405.2	genus.Peptococcus.id.2037	0.0190634479945612	1.06277934743874e-05	5	CTB-109A12.1	Transverse	NA
ENSG00000156110.13	genus..Eubacteriumfissicatenagroup.id.14373	0.0274348543606452	0.000285927888832	10	ADK	Transverse	NA
ENSG00000189129.13	genus..Eubacteriumfissicatenagroup.id.14373	0.0731073986263125	1.56480938717333e-05	10	PLAC9	Transverse	NA
ENSG00000067208.14	genus..Eubacteriumfissicatenagroup.id.14373	0.0454255581101215	1.54664728069785e-05	1	EVI5	Transverse	NA
ENSG00000137944.17	genus..Eubacteriumfissicatenagroup.id.14373	0.0315463705127976	1.24873225733014e-05	1	KYAT3	Transverse	NA
ENSG00000152760.9	genus..Eubacteriumfissicatenagroup.id.14373	0.0395718194391642	0.000130793569911889	1	TCTEX1D1	Transverse	NA
ENSG00000162402.13	genus..Eubacteriumfissicatenagroup.id.14373	0.089894767881452	0.000211746168784463	1	USP24	Transverse	NA
ENSG00000227373.5	genus..Eubacteriumfissicatenagroup.id.14373	0.0297952234819425	2.68559141461695e-08	1	RP11-160H22.5	Transverse	Alcohol_intake
ENSG00000227373.5	genus..Eubacteriumfissicatenagroup.id.14373	0.0297952234819425	2.68559141461695e-08	1	RP11-160H22.5	Transverse	Headache
ENSG00000227373.5	genus..Eubacteriumfissicatenagroup.id.14373	0.0297952234819425	2.68559141461695e-08	1	RP11-160H22.5	Transverse	Tense
ENSG00000227373.5	genus..Eubacteriumfissicatenagroup.id.14373	0.0297952234819425	2.68559141461695e-08	1	RP11-160H22.5	Transverse	K57 Diverticular disease of intestine
ENSG00000227373.5	genus..Eubacteriumfissicatenagroup.id.14373	0.0297952234819425	2.68559141461695e-08	1	RP11-160H22.5	Transverse	Diverticulosis and diverticulitis
ENSG00000108384.14	genus..Eubacteriumfissicatenagroup.id.14373	0.0354856779326646	0.000534015287178912	17	RAD51C	Transverse	NA
ENSG00000268362.5	genus..Eubacteriumfissicatenagroup.id.14373	0.0148434508640733	0.000398282398238665	19	CTD-2017D11.1	Transverse	NA
ENSG00000125388.19	genus..Eubacteriumfissicatenagroup.id.14373	0.0336261449899508	0.000174555546392993	4	GRK4	Transverse	NA
ENSG00000179344.16	genus..Eubacteriumfissicatenagroup.id.14373	0.0209212583407811	0.000470986865093041	6	HLA-DQB1	Transverse	NA
ENSG00000196301.3	genus..Eubacteriumfissicatenagroup.id.14373	0.0292901818373612	9.02280667460988e-06	6	HLA-DRB9	Transverse	NA
ENSG00000197062.11	genus..Eubacteriumfissicatenagroup.id.14373	0.0350079299029455	6.99932537215668e-06	6	ZSCAN26	Transverse	NA
ENSG00000198502.5	genus..Eubacteriumfissicatenagroup.id.14373	0.0129295440898195	8.47499446252876e-05	6	HLA-DRB5	Transverse	NA
ENSG00000204338.8	genus..Eubacteriumfissicatenagroup.id.14373	0.0193555417630895	0.000436678056996707	6	CYP21A1P	Transverse	NA
ENSG00000204540.10	genus..Eubacteriumfissicatenagroup.id.14373	0.0141513448909567	0.000126654276330372	6	PSORS1C1	Transverse	NA
ENSG00000216901.1	genus..Eubacteriumfissicatenagroup.id.14373	0.0145747548201738	0.000103804135346132	6	ZNF603P	Transverse	NA
ENSG00000235109.7	genus..Eubacteriumfissicatenagroup.id.14373	0.0173822606875367	6.71364299991065e-05	6	ZSCAN31	Transverse	NA
ENSG00000244731.7	genus..Eubacteriumfissicatenagroup.id.14373	0.0172229345360073	0.000325286166055699	6	C4A	Transverse	NA
ENSG00000280107.1	genus..Eubacteriumfissicatenagroup.id.14373	0.0152012560072174	5.06029970175543e-05	6	AL022393.9	Transverse	NA
ENSG00000173295.7	genus..Eubacteriumfissicatenagroup.id.14373	0.0172331448130438	1.54628739874158e-05	8	FAM86B3P	Transverse	NA
ENSG00000233609.3	genus..Eubacteriumfissicatenagroup.id.14373	0.0231669308102684	4.95356148255341e-07	8	RPL10P19	Transverse	NA
ENSG00000253981.5	genus..Eubacteriumfissicatenagroup.id.14373	0.0217168647663008	4.34706808537109e-05	8	ALG1L13P	Transverse	NA
ENSG00000269918.1	genus..Eubacteriumfissicatenagroup.id.14373	0.0269725685232018	6.58369947200572e-05	8	AF131215.9	Transverse	NA
ENSG00000074201.8	genus..Eubacteriumfissicatenagroup.id.14373	0.065717888118858	0.000511162433447986	11	CLNS1A	Transverse	NA
ENSG00000172932.14	genus..Eubacteriumfissicatenagroup.id.14373	0.0864670657860965	0.000194550877439183	11	ANKRD13D	Transverse	NA
ENSG00000280143.1	genus..Eubacteriumfissicatenagroup.id.14373	0.0483834748908362	0.000551905216944272	11	AP000892.6	Transverse	NA
ENSG00000003056.7	genus..Eubacteriumfissicatenagroup.id.14373	0.031189824015668	3.95647583652809e-07	12	M6PR	Transverse	NA
ENSG00000111788.10	genus..Eubacteriumfissicatenagroup.id.14373	0.00377291356419851	5.10612289230043e-09	12	RP11-22B23.1	Transverse	NA
ENSG00000139197.10	genus..Eubacteriumfissicatenagroup.id.14373	0.00599938267453858	1.34923821276715e-43	12	PEX5	Transverse	NA
ENSG00000164845.16	genus..Eubacteriumfissicatenagroup.id.14373	0.0101444205154226	0.000252811504136418	12	FAM86FP	Transverse	NA
ENSG00000171847.10	genus..Eubacteriumfissicatenagroup.id.14373	0.0273585243001724	1.54633985677899e-05	12	FAM90A1	Transverse	NA
ENSG00000175899.14	genus..Eubacteriumfissicatenagroup.id.14373	0.0140580056454434	7.58547350265865e-06	12	A2M	Transverse	NA
ENSG00000184293.7	genus..Eubacteriumfissicatenagroup.id.14373	0.0202528319296661	1.17483655719566e-17	12	CLECL1	Transverse	NA
ENSG00000214826.5	genus..Eubacteriumfissicatenagroup.id.14373	0.0134807818806854	5.26557012166934e-08	12	DDX12P	Transverse	NA
ENSG00000256594.7	genus..Eubacteriumfissicatenagroup.id.14373	0.0105947869950931	1.37900944447427e-07	12	RP11-705C15.2	Transverse	NA
ENSG00000257176.2	genus..Eubacteriumfissicatenagroup.id.14373	0.0175972178491833	1.24472248045018e-05	12	RP11-996F15.2	Transverse	NA
ENSG00000275476.1	genus..Eubacteriumfissicatenagroup.id.14373	0.024280275161968	0.000162181441339492	12	RP11-996F15.4	Transverse	NA
ENSG00000278635.1	genus..Eubacteriumfissicatenagroup.id.14373	0.00700755963233186	9.68220251470908e-07	12	CTD-2318O12.1	Transverse	NA
ENSG00000260886.1	genus..Eubacteriumfissicatenagroup.id.14373	0.0426781876519628	3.14926664951596e-06	16	TAT-AS1	Transverse	NA
ENSG00000124116.18	genus..Eubacteriumfissicatenagroup.id.14373	0.0162480240479572	0.000246056870978403	20	WFDC3	Transverse	NA
ENSG00000168268.10	genus..Eubacteriumfissicatenagroup.id.14373	0.0286018971028061	0.000422655176522263	3	NT5DC2	Transverse	NA
ENSG00000178467.17	genus..Eubacteriumfissicatenagroup.id.14373	0.0638778836043557	0.000101413628416684	3	P4HTM	Transverse	NA
ENSG00000205571.13	genus..Eubacteriumfissicatenagroup.id.14373	0.0376682636684588	0.000552568254528927	5	SMN2	Transverse	NA
ENSG00000189316.3	genus..Eubacteriumfissicatenagroup.id.14373	0.016219679820981	0.00013388651262634	7	RP11-797H7.5	Transverse	NA
ENSG00000198039.11	genus..Eubacteriumfissicatenagroup.id.14373	0.023892670975607	3.05299681243385e-05	7	ZNF273	Transverse	NA
ENSG00000226002.1	genus..Eubacteriumfissicatenagroup.id.14373	0.0120620252928309	0.000118133200416849	7	GTF2IP14	Transverse	NA
ENSG00000227113.2	genus..Eubacteriumfissicatenagroup.id.14373	0.0133848917753482	2.89168449583157e-05	7	RP11-460N20.4	Transverse	NA
ENSG00000277149.4	genus..Eubacteriumfissicatenagroup.id.14373	0.0126614827061354	0.000396195607823764	7	TYW1B	Transverse	NA
ENSG00000198105.13	genus.Phascolarctobacterium.id.2168	0.0284615125690925	1.52687966636045e-05	10	ZNF248	Transverse	NA
ENSG00000203791.14	genus.Phascolarctobacterium.id.2168	0.023768675929575	3.67920901958801e-05	10	METTL10	Transverse	NA
